timestamp,value
1764595611,-17.463289243912303
1764595616,-17.46304117774311
1764595622,-17.46274846230033
1764595628,-17.462682159885127
1764595633,-17.462641510050677
1764595639,-17.462594464084294
1764595645,-17.46251802909805
1764595650,-17.462416221718318
1764595656,-17.462311398943903
1764595661,-17.462239719642213
1764595667,-17.46258561164632
1764595673,-17.463065142440247
1764595678,-17.46318398353467
1764595684,-17.462926980308794
1764595690,-17.462882445083945
1764595695,-17.462825337128585
1764595701,-17.462924562102284
1764595707,-17.462917071266247
1764595712,-17.46293893583534
1764595718,-17.463217279413087
1764595724,-17.46344042621008
1764595729,-17.46333601887893
1764595735,-17.463415808552337
1764595740,-17.463461949774143
1764595746,-17.463604744144295
1764595752,-17.46364939304918
1764595757,-17.463521658676886
1764595763,-17.463531387776662
1764595769,-17.46348324424837
1764595774,-17.463436359926053
1764595780,-17.463371605371062
1764595786,-17.46322554826255
1764595791,-17.463126254481246
1764595797,-17.463118245112998
1764595802,-17.46299546551909
1764595808,-17.462876885791005
1764595814,-17.463166297138027
1764595819,-17.463383335145895
1764595825,-17.463505792992223
1764595831,-17.463434625330507
1764595836,-17.46314998495246
1764595842,-17.463343234477755
1764595848,-17.46361846226719
1764595853,-17.46344688318551
1764595859,-17.463277108933223
1764595865,-17.463178763725058
1764595870,-17.463166905492542
1764595876,-17.46304306812399
1764595881,-17.463069219864995
1764595887,-17.46323139921206
1764595893,-17.463407688966868
1764595898,-17.463631806823898
1764595904,-17.463519057212395
1764595910,-17.46314235920155
1764595915,-17.463117901728623
1764595921,-17.46287569354121
1764595927,-17.462704859576696
1764595932,-17.46287115798125
1764595938,-17.46260460021167
1764595943,-17.46246282938295
1764595949,-17.46226468988928
1764595955,-17.462175871827103
1764595960,-17.462235988061824
1764595966,-17.462661618914957
1764595972,-17.462791215740985
1764595977,-17.462444234384996
1764595983,-17.462227329283795
1764595989,-17.462316422647074
1764595994,-17.462237060914433
1764596000,-17.462031747888727
1764596006,-17.46192000553556
1764596011,-17.46173046347873
1764596017,-17.46163463996666
1764596022,-17.461609549021475
1764596028,-17.461840807964858
1764596034,-17.461873597032277
1764596039,-17.462111263435105
1764596045,-17.46189086941733
1764596051,-17.46145546329097
1764596056,-17.46117317960838
1764596062,-17.461065668944144
1764596068,-17.461062506040356
1764596073,-17.460882540669232
1764596079,-17.460919908434857
1764596084,-17.460938518768145
1764596090,-17.460978136243554
1764596096,-17.46080665651316
1764596101,-17.46092857732669
1764596107,-17.46093141257231
1764596113,-17.461257240452024
1764596118,-17.46092406753422
1764596124,-17.460730896894894
1764596130,-17.4605995788188
1764596135,-17.460541855779
1764596141,-17.460056548333274
1764596147,-17.46003369047627
1764596152,-17.45987868979591
1764596158,-17.459782847366228
1764596163,-17.4595872271388
1764596169,-17.459576670297004
1764596175,-17.460070726975815
1764596180,-17.46008273732845
1764596186,-17.460005432292288
1764596192,-17.459884777555043
1764596197,-17.459779275572387
1764596203,-17.459774723974814
1764596209,-17.459714399888497
1764596214,-17.459748758726175
1764596220,-17.45975332328574
1764596225,-17.459695851249865
1764596231,-17.45940366585867
1764596237,-17.459480194543207
1764596242,-17.459376051433004
1764596248,-17.459343842588037
1764596254,-17.459265800503047
1764596259,-17.45897636878572
1764596265,-17.45855488377167
1764596271,-17.45833504071241
1764596276,-17.458106385291877
1764596282,-17.457878692668842
1764596288,-17.45747352784609
1764596293,-17.457463818912974
1764596299,-17.45734549457399
1764596304,-17.457284300973704
1764596310,-17.45731782689968
1764596316,-17.457098974995723
1764596321,-17.457292224130374
1764596327,-17.457418574438893
1764596333,-17.457212572587103
1764596338,-17.45703421245739
1764596344,-17.456998071167547
1764596350,-17.457175848806237
1764596355,-17.457017037626184
1764596361,-17.45674367184324
1764596366,-17.456676250877567
1764596372,-17.45670605881814
1764596378,-17.456514535454893
1764596383,-17.456519327605402
1764596389,-17.456402176628053
1764596395,-17.45633484098417
1764596400,-17.45638663709313
1764596406,-17.456075744194084
1764596412,-17.45570863345711
1764596417,-17.455845087835147
1764596423,-17.455779547056107
1764596429,-17.455890437407096
1764596434,-17.45590856216424
1764596440,-17.45580519753172
1764596445,-17.45581414023904
1764596451,-17.45568913998629
1764596457,-17.455726355655155
1764596462,-17.45553291662846
1764596468,-17.45563245909145
1764596474,-17.45587866621871
1764596479,-17.455714173515513
1764596485,-17.45562867490531
1764596491,-17.455590948652002
1764596496,-17.455529681963327
1764596502,-17.455596964666203
1764596507,-17.45561579135614
1764596513,-17.455784102163705
1764596519,-17.455689536866714
1764596524,-17.455750988938863
1764596530,-17.45542045109324
1764596536,-17.45534692229254
1764596541,-17.455679717401708
1764596547,-17.45563572655041
1764596553,-17.455265020790222
1764596558,-17.454871650651274
1764596564,-17.455094156786476
1764596570,-17.454893783644646
1764596575,-17.45493928932049
1764596581,-17.454761819802215
1764596586,-17.454867762171375
1764596592,-17.454773054209387
1764596598,-17.454921160678538
1764596603,-17.454973343435544
1764596609,-17.455024927181494
1764596615,-17.455299028151625
1764596620,-17.45500228209898
1764596626,-17.45460731180383
1764596632,-17.454168927685785
1764596637,-17.454115286078665
1764596643,-17.45434797174603
1764596648,-17.454399800866618
1764596654,-17.45430125493607
1764596660,-17.454237112844844
1764596665,-17.454334294721203
1764596671,-17.454543935694684
1764596677,-17.45450425689132
1764596682,-17.45483306357738
1764596688,-17.454900605516112
1764596694,-17.455046244860267
1764596699,-17.454540541564267
1764596705,-17.45467824163076
1764596711,-17.454779810171036
1764596716,-17.454693863924362
1764596722,-17.45437135320391
1764596727,-17.454508665297237
1764596733,-17.45440765635392
1764596739,-17.454162838830143
1764596744,-17.454293537193536
1764596750,-17.45442128579974
1764596756,-17.454411033862407
1764596761,-17.454171549396545
1764596767,-17.45385437790324
1764596773,-17.453647338810857
1764596778,-17.453359381145457
1764596784,-17.453273953582837
1764596789,-17.453388967293556
1764596795,-17.45328086340935
1764596801,-17.452990897934555
1764596806,-17.452932182457914
1764596812,-17.452896996378055
1764596818,-17.452883677683964
1764596823,-17.453146291074336
1764596829,-17.45328038998114
1764596835,-17.453094902850413
1764596840,-17.45273466951638
1764596846,-17.452504463902535
1764596852,-17.452660163981093
1764596857,-17.45229197713227
1764596863,-17.45214492779731
1764596868,-17.45206906337389
1764596874,-17.45199714341619
1764596880,-17.452044491775833
1764596885,-17.452162355976213
1764596891,-17.45201038855915
1764596897,-17.452328407698207
1764596902,-17.452280468700472
1764596908,-17.45208025995897
1764596914,-17.451602570608213
1764596919,-17.45152313986524
1764596925,-17.45164238901547
1764596930,-17.451707024616784
1764596936,-17.45165304703707
1764596942,-17.451554452003
1764596947,-17.45116886385742
1764596953,-17.45137068014421
1764596959,-17.451538253109298
1764596964,-17.451642605971205
1764596970,-17.451755646286784
1764596976,-17.451721751055157
1764596981,-17.451499878054364
1764596987,-17.451183210683713
1764596993,-17.45087233313315
1764596998,-17.45076693615468
1764597004,-17.45074286939346
1764597009,-17.45055251282208
1764597015,-17.450547833049495
1764597021,-17.450500066538194
1764597026,-17.45078934405744
1764597032,-17.450650667928418
1764597038,-17.45049397445887
1764597043,-17.45051116121125
1764597049,-17.45061837874285
1764597055,-17.450519236390885
1764597060,-17.450101084700588
1764597066,-17.45011621612748
1764597071,-17.449908140486983
1764597077,-17.44993864942556
1764597083,-17.45015866904393
1764597088,-17.450177734445397
1764597094,-17.450343119782012
1764597100,-17.45020590958222
1764597105,-17.449956666794467
1764597111,-17.450029314318495
1764597117,-17.450160740092002
1764597122,-17.450220425411825
1764597128,-17.449818163768715
1764597134,-17.449991288940456
1764597139,-17.449874102564
1764597145,-17.450086742569447
1764597150,-17.45009909526523
1764597156,-17.449956968840706
1764597162,-17.450044107488797
1764597167,-17.449977523870565
1764597173,-17.4500659530925
1764597179,-17.450135562265956
1764597184,-17.450432478651436
1764597190,-17.450763751392536
1764597196,-17.45099607155415
1764597201,-17.450635701672407
1764597207,-17.450259033148747
1764597212,-17.45002751954557
1764597218,-17.450200676573544
1764597224,-17.45025477295871
1764597229,-17.45010068785339
1764597235,-17.449746006163068
1764597241,-17.449649742138778
1764597246,-17.44937824599015
1764597252,-17.449469677381206
1764597258,-17.449413457687687
1764597263,-17.449868994640696
1764597269,-17.449759800349053
1764597275,-17.449513391834884
1764597280,-17.4494817026934
1764597286,-17.449656445926518
1764597291,-17.44951886301182
1764597297,-17.44949573222448
1764597303,-17.44956419829466
1764597308,-17.449399799176717
1764597314,-17.44924001035537
1764597320,-17.449228231527144
1764597325,-17.449519959324473
1764597331,-17.449561988156773
1764597337,-17.449569529035976
1764597342,-17.44958684284281
1764597348,-17.44934385822475
1764597353,-17.44916807294039
1764597359,-17.449016870224806
1764597365,-17.44932715086457
1764597370,-17.449240767109334
1764597376,-17.449287199212485
1764597382,-17.449134485155408
1764597387,-17.449139962688406
1764597393,-17.449070059857387
1764597399,-17.449111026361667
1764597404,-17.449527876838435
1764597410,-17.44967760148477
1764597416,-17.449445346672697
1764597421,-17.449434090755325
1764597427,-17.449503573182263
1764597432,-17.44967754836827
1764597438,-17.44976174585874
1764597444,-17.44991943888981
1764597449,-17.44949925593523
1764597455,-17.449379733098457
1764597461,-17.448996344431915
1764597466,-17.44830931889915
1764597472,-17.448392936284712
1764597478,-17.44861259617558
1764597483,-17.44848491361551
1764597489,-17.448164384608848
1764597494,-17.44772282429836
1764597500,-17.447719425346985
1764597506,-17.447930110680883
1764597511,-17.44831753871619
1764597517,-17.448562781086263
1764597523,-17.448273471230138
1764597528,-17.448198363023156
1764597534,-17.448263967324024
1764597540,-17.448110584569175
1764597545,-17.448158797772336
1764597551,-17.448372914164636
1764597557,-17.448561398302203
1764597562,-17.44851386031145
1764597568,-17.448416708496936
1764597573,-17.44860319479794
1764597579,-17.448628763260935
1764597585,-17.44861404260595
1764597590,-17.44856140204496
1764597596,-17.448485408140744
1764597602,-17.448790170585326
1764597607,-17.44868054936209
1764597613,-17.448751663948972
1764597619,-17.448898307771323
1764597624,-17.44914747980479
1764597630,-17.448916344317226
1764597635,-17.44871709717284
1764597641,-17.44826160242898
1764597647,-17.44798083551163
1764597652,-17.447740955776563
1764597658,-17.44755509889716
1764597664,-17.447575348213896
1764597669,-17.447546516859855
1764597675,-17.447310275231057
1764597681,-17.447275048467677
1764597686,-17.4475030725783
1764597692,-17.44758690404164
1764597698,-17.447568515823487
1764597703,-17.447303035565863
1764597709,-17.4470621171362
1764597714,-17.446919183366273
1764597720,-17.44700607643348
1764597726,-17.44688179304169
1764597731,-17.446627830015753
1764597737,-17.44677816273798
1764597743,-17.446818835268996
1764597748,-17.446954748048896
1764597754,-17.446708493634564
1764597760,-17.446763488872094
1764597765,-17.447068680197454
1764597771,-17.446328565056618
1764597776,-17.446245490596937
1764597782,-17.44604246884708
1764597788,-17.445906780265435
1764597793,-17.446053312056574
1764597799,-17.446255808663054
1764597805,-17.446242873488007
1764597810,-17.446299786051746
1764597816,-17.446337968487136
1764597822,-17.446305318864425
1764597827,-17.44612349503222
1764597833,-17.44622904538936
1764597839,-17.446510940042504
1764597844,-17.446658779039744
1764597850,-17.44642163593784
1764597855,-17.44633601992639
1764597861,-17.446222455346092
1764597867,-17.44632747366354
1764597872,-17.446378313703708
1764597878,-17.44634511352647
1764597884,-17.44628627415192
1764597889,-17.446265029961186
1764597895,-17.446334790350576
1764597901,-17.446475695822116
1764597906,-17.446588451681706
1764597912,-17.446677763313975
1764597917,-17.446564785538655
1764597923,-17.44653433834017
1764597929,-17.446046455093484
1764597934,-17.446055500786386
1764597940,-17.446185670120943
1764597946,-17.446317503981103
1764597951,-17.44632092838684
1764597957,-17.446208619896183
1764597963,-17.44629279783187
1764597968,-17.446305438525137
1764597974,-17.44630359238814
1764597980,-17.446653203285916
1764597985,-17.44684620217611
1764597991,-17.44660769138945
1764597996,-17.446315451810708
1764598002,-17.446003509083674
1764598008,-17.44590344254771
1764598013,-17.44604723820355
1764598019,-17.44616514271968
1764598025,-17.44643326295568
1764598030,-17.44713882968193
1764598036,-17.44731420231617
1764598042,-17.44729369278632
1764598047,-17.447534383010414
1764598053,-17.447765547315857
1764598058,-17.448097980385388
1764598064,-17.44782525048294
1764598070,-17.447405138575785
1764598075,-17.446571030338074
1764598081,-17.446124436521316
1764598087,-17.446373294204868
1764598092,-17.446281029729363
1764598098,-17.44615899818913
1764598104,-17.446341328951245
1764598109,-17.44633552239294
1764598115,-17.446282425820588
1764598121,-17.446402103919684
1764598126,-17.446429411979867
1764598132,-17.44665558499842
1764598137,-17.44626879817473
1764598143,-17.44608300487035
1764598149,-17.445739812875626
1764598154,-17.445716414095756
1764598160,-17.44571523502136
1764598166,-17.445446243686895
1764598171,-17.44575008594395
1764598177,-17.445666260502286
1764598183,-17.44543999173521
1764598188,-17.44538051528437
1764598194,-17.445828974195614
1764598199,-17.44613253406295
1764598205,-17.446491291952956
1764598211,-17.446384245251974
1764598216,-17.44641331968045
1764598222,-17.446388148879144
1764598228,-17.446202572259764
1764598233,-17.446423282122073
1764598239,-17.44640860251162
1764598245,-17.446337749557078
1764598250,-17.446201399291127
1764598256,-17.44617344073856
1764598262,-17.446131509243322
1764598267,-17.446238926467387
1764598273,-17.44624650421272
1764598278,-17.446239039568276
1764598284,-17.446028766044016
1764598290,-17.445645189414254
1764598295,-17.445610914782904
1764598301,-17.445190041993527
1764598307,-17.445146091470516
1764598312,-17.444871113427443
1764598318,-17.445023403777565
1764598324,-17.445045639075243
1764598329,-17.445034279101165
1764598335,-17.44568285588631
1764598340,-17.44581690470307
